2140	nikkijumper Good morning Nikki Have a nice dayweek a lot of funampa good timeDon't workgo on holidaystake a breakfight global warmingfight for the moneyposepicturedressdyeput on makeupmiss me too hard	Berlin
2141	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Heart is between Canada and Germany; body currently in Vancouver.
2142	Doodle66 sirBadd charliebadger99 TheHendawg jordanbpeterson campbellclaret Gotta love the 'consensus' argument Consensus was once that the earth was the centre of the universe too Look how bitter that argument got Consensus on global warming is absolutely NOT what we have we have the silencing of dissent We have funding bias Not the same	Somewhere South
2143	We know about the Vote Leave lawbreaking although thanks to carolecadwalla not via R4today  but what shenanigans have these others been up to	United Kingdom
2144	RT SallyDeal4 EdnaFirePants Congress amp WH seem to be full of climatechange deniers I guess they have to keep their fossil fuel donors	Tallahassee FL - NO LISTS!
2145	RT BreitbartNews If one hot summer is damning proof of global warming then what conclusion are we to draw from the 40 odd summers which	Texas
2146	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	United States
2147	RT Carbongate GLOBAL WARMING SMACKDOWN Tankers Trapped In Midsummer Arctic Sea Ice   via JWSpry	None
2148	RedBeardedRed I believeamp not just America that all countries have to act quickerampput more resources into tackling wildfires Our government is even withdrawing incentives for homeowners to install solar panels its a backward step in my opinion all countries have to reduce global warming	Manchester UK 🇬🇧
2149	AGW or Manmade Global Warming as a Statistically Significant Climate Factor  Is a ramping strategy for a global tax on all human activity payable directly to an unaccountable cartel of banks the minions of which do not even understand its structure	Minneapolis
2150	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	✈ Flight Mode
2151	justintolerant mannyottawa cathmckenna Global warming is a critical problem  What's ur solution	Canada
2152	I am sad amp angry that this Polar Bear has been killed in its own environment Tourism may reap in the 's's but this defensive creature knew nothing else and global warming is a factor here driving them away elsewhere to look for food We should share this planet respectfully	England, United Kingdom
2153	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Indonesia
2154	RT AlexVerbeek   There shouldnt be any doubt that some of the deadliest of this summers disastersincluding flooding in Japan and wi	None
2155	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Manchester, England
2156	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Nairobi, Kenya
2157	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Auckland, New Zealand
2158	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2159	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	UK
2160	RT Tjcrunk33 Who wants to call it like it is and admit that global warming is a real thing  CarrFire  not realDonaldTrump its smackin	London
2161	RT AlexVerbeek   There shouldnt be any doubt that some of the deadliest of this summers disastersincluding flooding in Japan and wi	Dundee, Scotland
2162	RT MaisonGladys We know about the Vote Leave lawbreaking although thanks to carolecadwalla not via R4today  but what shenanigans hav	UK
2163	RT allschooladult Wow this heat is insane friendly reminder that global warming is still very real and is only getting worse	None
2164	RT chaamjamal climatechange   The Per Strandberg blog	Thule
2165	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	In a constant gay panic
2166	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	daegu x busan
2167	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Cyberspace
2168	daniellesmyname Global warming isnt real Research flat earth	St. Louis, MO
2169	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2170	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	occupied Wukchumni Yokuts land
2171	Disturbing photos of the modernday Ku Klux Klan   via CBSNews soon the KKK will be mainstream So will the deregulation of global warming reducing efforts and the erosion of human and political rights But so what The economy is booming stupid	Canberra, Australian Capital Territory
2172	RT konstruktivizm This sculpture by Issac Cordal in Berlin is called Politicians discussing global warming	Bern, Schweiz
2173	RT SallyDeal4 EdnaFirePants Congress amp WH seem to be full of climatechange deniers I guess they have to keep their fossil fuel donors	USA
2174	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Kentucky, USA
2175	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
2176	RT Speciesism Diet changes including eating less meat is said to have reduced Americans carbon footprint by almost 10 in the last yea	Sweet Home Alabama
2177	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
2178	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	a/ella
2179	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Australia
2180	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Madrid
2181	RT c0achrex Meanwhile in Texas this global warming is killing me slowly   MAGA  GlobalWarming	Painted-Black World
2182	RT AlexVerbeek   There shouldnt be any doubt that some of the deadliest of this summers disastersincluding flooding in Japan and wi	Clare
2183	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Blitar
2184	RT Tjcrunk33 Who wants to call it like it is and admit that global warming is a real thing  CarrFire  not realDonaldTrump its smackin	Manchester, England
2185	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Agharta
2186	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	behind the bike sheds
2187	RT walterowensgrpa NBCNews Wow more proof that this global warming  was just a liberal hoax  Cannot be real if there are still polar	California High Desert
2188	The heat is coming back this global warming is ace	shropshire, england
2189	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2190	RT Carbongate GLOBAL WARMING SMACKDOWN Tankers Trapped In Midsummer Arctic Sea Ice   via JWSpry	#tcot #ccot Mich
2191	RT SallyDeal4 EdnaFirePants Congress amp WH seem to be full of climatechange deniers I guess they have to keep their fossil fuel donors	Michigan, USA
2192	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	West Chester, PA
2193	RT MasonElise Reasons not to leave the house  Postmates GrubHub UberEats Prime PrimeNow DoorDash Instacart Caviar Eaze TaskRa	Redondo Beach, CA
2194	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2195	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2196	RT californiared MattsIdeaShop She better never complain about global warming if she has toast delivered FirstWorldProblems	Hebron, TX
2197	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
2198	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Boise, ID
2199	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	None
2200	RT SallyDeal4 EdnaFirePants Congress amp WH seem to be full of climatechange deniers I guess they have to keep their fossil fuel donors	None
2201	RT jrockstrom Sweden suffers tropical heat triggering social problems Warmest ever 1 degree C warmer than previous record ie follow	None
2202	If the effects of global warming are so catastrophically unprecedented why was the Greenland glacier at its smallest size 3000 to 5000 years ago  Greenland Ice Sheet Was Smallest When Ocean Was Warm	Rayne, LA
2203	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Milan, Lombardy
2204	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Location X - Stealth!
2205	JoshMorgan97 Wow I'm glad it's you standing up for workers' rights Maybe you also support workers getting unions recognised in Pret and McDonald's Or maybe you are being disingenuous with your worker point because you don't like the idea companies should be pushed to stop global warming	Durham, England
2206	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2207	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	California, USA
2208	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Italy
2209	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2210	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
2211	Global Warming a Scam according to Scientists based on Voodoo science	None
2212	haha wow global warming sure can't explain that	hell
2213	RT rahmstorf A reminder with unmitigated global warming increasing areas of the planet will become uninhabitable due to heat stress as	denver
2214	RT madisoncherry88 i just read that global warming is making spiders bigger and if thats not a reason to start recycling then idk what is	Covington, LA
2215	its another day to question important things in this world like global warming what is wrong with our economy and why is jungkook the nations baby boy	just to see you smile @lukeunr
2216	realDonaldTrump if youd belive in global warming this California thing about the Fire wouldn't be happening because youd make something to prevent such things but no here we are with a bunch of Americans without homes	your fantacies
2217	RT DerekCressman Global warming kills even if Fox News wont explain it	Valley of the Sun
2218	RT AlexVerbeek   There shouldnt be any doubt that some of the deadliest of this summers disastersincluding flooding in Japan and wi	Italy
2219	Global warming deforestation threaten tiger survival  EnviroNews Nigeria    GlobalTigerDay InternationalTigerDay tigers TigerDay WWF CITES WCSNigeria TheWCS ncfnigeria LufasiPark natureorg ojay78 daposoneye JEnvironmentNG Nasiruidrisu	Lagos, Nigeria
2220	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2221	RT jrockstrom Sweden suffers tropical heat triggering social problems Warmest ever 1 degree C warmer than previous record ie follow	Frankfurt on the Main, Germany
2222	Global  Warming Control Module House  Previous Stage Brickwall House with Open Founfation with  Ac sheet Roofing  avoiding Col  Beam  Slab n depth of Open Foundation will be 075 M  25 feet  n rest is same avoiding Iron or Metal items	None
2223	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2224	RT JWSpry THE Mindblowing Costs Of Global Warming Hysteria   via JWSpry Auspol ClimateChange GlobalWarming HO	United States
2225	RT msimire Global warming deforestation threaten tiger survival  EnviroNews Nigeria    GlobalTigerDay Interna	Gombe, Nigeria
2226	marinakyritsis NumbersMean TMartzPhD cnni Al Gore the farther of climate change which was global warming but whatever made a movie Go watch the movie and tell me one thing he predicted that actually happened See the best part of predictions is in time well h e our answer For him everything was 10 years Its been 12	New Orleans, LA
2227	GidiTraffic INFOspire If this is real let the relevant Agencies take Charge It could be Global warming and when the subterranean OGL is higher than the FGL it can happen Min Of Water Resources can take Advantage and create a Dam somewhere at the upstream so as to also make the water useful	kaduna
2228	RT curranjc Thats why Glasgow City Region has ClimaReadyClyde working to avoid the disasters and grasp the opportunities	Stirling, Scotland
2229	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2230	mikemorrison Google dannysullivan markpack So what if someone instead of global warming wrote into the search box digital migration with an interest in seeing how increased online interconnectivity has affected the lived experience of migrants especially in an age of increasing mobility Would they click science	None
2231	According to IPCC 2007 report sea levels will rise by 723 inches by the end of this century due to global warming	United States
2232	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Netherlands
2233	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2234	SkyNews Gee thisglobal warming really is a hoax isn't it Record high temperatures is fake news realDonaldTrump knows best he's a scientist	Texas, USA
2235	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	West Africa
2236	mariawirth1 rahuldewan Does that mean that all ancestors of Muslims of india and Pakistan are burning in hell is that the cause of global warming	kolkata Jaipur Motipur
2237	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	🎡
2238	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2239	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Lizard Peninsula, Kernow 
2240	GovMikeHuckabee Lol Govenor But you are so right  It's an invasion here in California  Thought liberals wanted population control due to limited resources and global warming Guess not	None
2241	MDKII Operation Global Warming is a success	America
2242	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2243	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2244	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Germany
2245	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Pacific NorthWest
2246	RT TaodeHaas What you probably wont hear a LNP voter say Im concerned about global warming Im glad I voted for Turnbulls NBN Now t	Haly Creek, Qld Australia
2247	Just bought a piece of pizza and some mixers  Cashier just chirped me for not spending 05 cents for a bag  IN THE HAMPTONS  Global warming bitch	New York, USA
2248	RT DerekCressman There are both natural and human causes to global warming We can work to minimize the human causes and pray that the na	Arizona
2249	RT NeilStockley Extreme weather must spur action against global warming	London
2250	The latest Global Warming  Daily   Thanks to kathrynfclancy evillights tee1terri climatechange globalwarming	Oregon, USA
2251	AdamSerwer Your publication whored itself to global warming deniers at the last RNC  so I dont think you have a moral leg to stand on in regard to other journalists Particularly one so much better than you	Southern CA
2252	This is no Chinese hoax Its real and its gonna get a whole lot worse unless humans wake up and make change soon	Anchorage Kailua Manhattan Bch
2253	NolanHack White people dont care about anything but dawgs lacrosse and global warming	Georgia, USA
2254	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Hoorn, Nederland
2255	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2256	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	None
2257	RT ProfTerryHughes Washington Post We used to think of the northern GreatBarrierReef as a wilderness But its remoteness affords no p	None
2258	RT PaulEDawson We find that global warming has increased the odds of recordsetting hot events over more than 80 percent of the planet	Chicago, IL
2259	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Fiji
2260	Conversely I a progressive often say I would like less government interference in our lives grumble about taxes shake my head at something the outraged has risen up in arms against etc	Haly Creek, Qld Australia
2261	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Ashqah &Riydh &Qassim
2262	RT jrockstrom Sweden suffers tropical heat triggering social problems Warmest ever 1 degree C warmer than previous record ie follow	England, United Kingdom
2263	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Tulsa Oklahoma
2264	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Helsinki
2265	RT SallyDeal4 EdnaFirePants Congress amp WH seem to be full of climatechange deniers I guess they have to keep their fossil fuel donors	Where Trumpsters aren't.
2266	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Kettering, England
2267	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	None
2268	Are they all interconnected	South West
2269	ABC Whole European forests will be burnt because of heat from Global warming	None
2270	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Beautiful state, USA, Planet 🌎, Solar system, Orion Spiral arm, Milky Way Galaxy, Local group, Virgo supercluster, Universe 
2271	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	USA
2272	RT ClimateNexus 650 Americans die each year from heatrelated causes and global warming is expected to make things worse	San Diego, CA
2273	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Gibraltar
2274	RT SimonLeeWx Wow this got far more exposure than I was anticipating Im glad this has made the global warming picture make sense for s	None
2275	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	None
2276	RT herbivoreclub Diet Including Eating Less Beef Dropped Americans' Carbon Emissions by 9  WorldNatureConservationDay NatureConser	England, United Kingdom
2277	RT SimonLeeWx To put this into a longterm global context here's how June has warmed since NASAGISS data begins in 1880 I've highlight	None
2278	RT msimire Global warming deforestation threaten tiger survival  EnviroNews Nigeria    GlobalTigerDay Interna	None
2279	RedHotSquirrel That is why bbc  ampco confuse the public when replaced global warming  with climate change indirectly claiming  it was only caused by human activities  while never explain that the latter was a natural phenomenon predating man walked  on earth	westminster, london 
2280	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	NYC
2281	So is global warming really thaaaat bad of a thing	None
2282	That is why bbc  ampco confuse the public when replaced global warming  with climate change indirectly claiming  it was only caused by human activities  while never explain that the latter was a natural phenomenon predating man walked  on earth	westminster, london 
2283	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Dhaka.Bangladesh.
2284	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	jhope is a cutie ddaeng
2285	FancyHat Global warming doesn't happen because of pollution because Rayquaza is there to protect the ozone layer or something like that But there have been multiple cases of people trying to change that AquaMagma and Plasma if you count that in	Lisboa, Portugal
2286	Global warming is an expensive hoax GooGoo GaGa Gay for Putin was my first word	None
2287	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	↠magic shop
2288	RT SCCIreland Stronger action will require politicians ready to drive global warming up the agendaThis politicians will do only if t	Ireland
2289	If you had to give a 20 minute presentation on absolutely anything with no preparation at all what would it be and why  it would be on global warming bc it is very real	𝗅 𝗁 𝖼
2290	RT DerekCressman We are creating hell on Earth   Greenhouse gas emissions kill   Global warming is real  People are contributing to th	Arizona
2291	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Singapore
2292	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Kingdom of Saudi Arabia
2293	MikeHudema GadflyQuebec Gee I dont know Global warming climate amp extreme weather affecting human behavior Seems kinda far out Citations amp sources Due diligence if you please	Manhattan, NYC
2294	SteveSGoddard canclimateguy Al Gore is pass but still making billions trading carbon credits in the EU How this charlatan ever convinced anyone that humans can affect climate is beyond reason	Toronto, Ontario, Canada
2295	When is to my belief that the higher frequency of water splashing my ass is directly correlated to global warming	None
2296	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	Southern California
2297	RT SimonLeeWx To put this into a longterm global context here's how June has warmed since NASAGISS data begins in 1880 I've highlight	Milton Keynes
2298	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	🇮🇳
2299	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Peshawar, Pakistan
2300	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2301	JimFish56837379 SteveSGoddard DanRather In a January 28 2007 article in the Toronto Star titled Who's still cool on global warming the President of the FOS admitted that about onethird of the funding for the FOS is provided by the oil industry 2	Oakland, CA
2302	BowsertheGreat Whatever you do it in 2018 Global warming brooooo	Michigan
2303	KIRO7Seattle SenatorCantwell Oh for fuck's sake please actually do somethingmy tap water smells like fecessanitation chemicals ie drive by water treatment district on 405 near family fun center amp my roads are crumbling back into nature LITERALLY Next a photo op with nonWhite kids global warming	None
2304	Jon555648 zooboycuts LBC NigelFarage radical authoritarian ultranationalism characterized by dictatorial power yes UKIP polices have invovled 1 sakcing all teachers who teach Global warming science 2 destructions of local council and local democracy 3 police MORE powers to detain without charge	South east London
2305	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Nigeria
2306	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	Minnesota, USA
2307	sammorgan20 Scientists dont like global warming either but they still study it	Louisville, KY
2308	RT herbivoreclub Diet Including Eating Less Beef Dropped Americans' Carbon Emissions by 9  WorldNatureConservationDay NatureConser	Vegan
2309	TheRynheart arniebrown5 That's because The Koch Brothers are Libberterriers who support Open Borders Amnesty Global Warming Abortion Homosexual Marriage Legal Drugs and many other things in common with Progressives They love Illegal Aliens same as you	Married in Rust Belt USA
2310	RT JasonBordoff FT says unprecedented heat cant be ignored global warming is making episodes such as this summers heatwaves more severe amp things will become much worse in decades ahead as fossil fuels pump more CO2 into the atmosphere   via FT	NYC USA
2311	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	#ProudcitizenoftheworldUKborn
2312	RT manmustwack See d animals in Abuja launching campaign against global warming Smh D fumes from generators is a major cause idiots	Here
2313	And its just the beginning	London, England
2314	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	None
2315	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	Vienna, Austria
2316	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	Netherlands
2317	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2318	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Wilbraham, MA
2319	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	? - ? -
2320	Slate Proscience with the exception of global warming science The Kochs make big investments in science and science education This contrasts with antiscience kooks in the Trump administration and would be much better I doubt there'd be a ban on terms in a Kochian world view	Silicon Valley, CA
2321	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	None
2322	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	🐍× @BTS_twt ×🌈 × @ddlovato
2323	rtenews This will be blamed on Global warming when in fact European settlers came to live in a wildfire zone	None
2324	ronnyfromnike The nerve the audacity I sent you this first This all for clout ugh youre the cause of global warming ronny	Nightosphere
2325	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	Dunedin
2326	Ntombikadaddy3 Would love to know what caused the major climate change in the Sahara Since global warming wasn't really bad then	Azania
2327	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	Wash, Rince, Repeat
2328	RT PaulEDawson We find that global warming has increased the odds of recordsetting hot events over more than 80 percent of the planet	France
2329	RT 666sooki ronnyfromnike The nerve the audacity I sent you this first This all for clout ugh youre the cause of global warming	Lawrence, MA
2330	RT rahmstorf A reminder with unmitigated global warming increasing areas of the planet will become uninhabitable due to heat stress as	Hamburg
2331	RT rahmstorf A reminder with unmitigated global warming increasing areas of the planet will become uninhabitable due to heat stress as	Brisbane, Australia.
2332	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	Shirley, NY
2333	RT PaulEDawson As climate scientists have predicted for decades global temperatures are rising dangerously rapidly   Moreover research	France
2334	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	SG-INA-MY
2335	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2336	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	Tardis
2337	RT jrockstrom Sweden suffers tropical heat triggering social problems Warmest ever 1 degree C warmer than previous record ie follow	Växjö, Sweden
2338	RT AManForOthers More polar bears have been killed by Arctic tourists than by Global Warming FYI tan123	BrisVegas
2339	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
2340	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	UK..EU..
2341	Does anyone think global warming is a good thing I love Lady Gaga  I think she's a really interesting artist	None
2342	RT TheDailyShow Tokyo is painting streets white to battle global warming and they might be onto something   Full piece	Makkah , Manchester, UK
2343	GerryORGAN jordanbpeterson campbellclaret Global longterm climate trends which are generally consistently warming in large part due to human greenhouse gas emissions   There isnt any controversy or debate here This is a fact	North America
2344	DerekCressman codenamev If oil gas amp coal corporations had to pay for the cost of global warming there would be hope It is a worst case scenario now There is a feed back loop with the heat reducing reflective snow amp releasing trapped methane Were fucked	None
2345	RT JoeFreedomLove Obama says Reason 489 was my alarming the public that Global Warming was going to flood and inundate all our beaches	Washington, USA
2346	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	None
2347	RT AllanMargolin RT JasonBordoff FT says unprecedented heat cant be ignored global warming is making episodes such as this summers	Stanwood, WA
2348	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	Charlotte, NC
2349	RT incorrectjoon joon girls are hot   joon guys are hot too   joon y is everyone hot    yoongi global warming	Lithuania
2350	Blame global warming	None
2351	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	None
2352	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Phoenix, Arizona
2353	Role of climatechange in recordbreaking heat and fires  ActOnClimate	None
2354	RT mcnees If only scientists had clearly articulated a prediction of a significant warming trend across the globe  a sort of global war	California
2355	RT ProfTerryHughes Washington Post We used to think of the northern GreatBarrierReef as a wilderness But its remoteness affords no p	None
2356	RT llovenature Sometimes amongst all the angry posts politics global warming and stress you just need a picture of a mouse sleeping	KissOnCity
2357	Our souces tell us Anderson Cooper is working with the gays to promote global warming holohoax	Houston, TX
2358	IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal      VIA spectatorindex	Lagos, Nigeria
2359	RT rahmstorf A reminder with unmitigated global warming increasing areas of the planet will become uninhabitable due to heat stress as	Aotearoa
2360	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	None
2361	Yes Pacific Northwest hasn't seen Rain since 79 and this is not NORMAL	Stanwood, WA
2362	RT AllanMargolin RT JasonBordoff FT says unprecedented heat cant be ignored global warming is making episodes such as this summers	Stanwood, WA
2363	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
2364	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	U.K.
2365	RT AssaadRazzouk In July 2018 118 alltime heat records were set or tied across the globe according to the National Oceanic and Atmosph	None
2366	This must be Asherifawe really need to take flooding as an effect of global warming very serious	Lakke Usuma
2367	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Here, Now. 
2368	fuck global warming	♀
2369	RT spectatorindex IMAGE Sculpture of 'Politicians discussing global warming' in Berlin  Credit Isaac Cordal	Joensuu
2370	RT Nukaq Greenland plans office in Beijing to boost trade ties with China  Beijing laid out ambitions in January to form a Polar Silk R	Saskatchewan, Canada
2371	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	wichita Falls Texas
2372	RT ProfAlister A good read but our own actions such as new nppf represent missed opportunities to build climate proofing such as greywat	None
2373	RT JohnDalton6011 The IEA is one of 9 right wing organisations located at 55 Tufton Street SW1P 3QL  TaxPayers Alliance Vote Leave Glo	Manchester, England
2374	RT DerekCressman Things are bad in California and the Western US  Things are worse now in Greece   Global warming is killing people aro	None
